Protein IDs	Protein Names	Gene Names	Protein Descriptions	Uniprot IDs	RefSeq protein IDs	Refseq mRNA ID	ENSEMBL ID	MGI ID	Protein length [amino acids]	Protein molecular weight [kDa]	Protein copy number experiment [molecules/cell]	Protein copy number replicate [molecules/cell]	Protein copy number average [molecules/cell]	mRNA copy number experiment [molecules/cell]	mRNA copy number replicate [molecules/cell]	mRNA copy number average [molecules/cell]	Protein half-life experiment [h]	Protein half-life replicate [h]	Protein half-life average [h]	mRNA half-life experiment [h]	mRNA half-life replicate [h]	mRNA half-life average [h]	transcription rate (vsr) experiment [molecules/(cell*h)]	transcription rate (vsr) replicate [molecules/(cell*h)]	transcription rate (vsr) average [molecules/(cell*h)]	translation rate constant (ksp) experiment [molecules/(mRNA*h)]	translation rate constant (ksp) replicate [molecules/(mRNA*h)]	translation rate constant (ksp) average [molecules/(mRNA*h)]
"IPI00116331.1;IPI00399631.1"	"Small glutamine-rich tetratricopeptide repeat-containing protein alpha;Alpha-SGT"	"Sgta;Sgt"	"Isoform 1 of Small glutamine-rich tetratricopeptide repeat-containing protein alpha;Isoform 2 of Small glutamine-rich tetratricopeptide repeat-containing protein alpha"	"Q8BJU0-1;Q8BJU0;Q8BJU0-2;Q3TN35"	NP_078775	NM_024499	ENSMUST00000005067	"MGI:1098703;MGI:1098703"	315	34,32	105968,43	117202,27	111443,89	50,3	41,26	45,56	44,55	51,08	47,7	11,4	14,69	12,94	4,18	2,76	3,39	85,35	100,48	92,6
"IPI00118832.1;IPI00857686.1;IPI00857436.1;IPI00856287.1"	Endoplasmic reticulum protein ERp29	Erp29	Endoplasmic reticulum resident protein 29	"P57759;A8C1V9"	NP_080405	NM_026129	ENSMUST00000111802	MGI:1914647	262	28,82	105928,17	156045,51	128567,55	39,76	41,45	40,6	72,65	102,65	86,36	10,35	15,01	12,46	3,54	2,73	3,11	91,94	107,67	99,5
"IPI00124284.3;IPI00673161.1"	"DNA-directed RNA polymerases I, II, and III subunit RPABC3;DNA-directed RNA polymerase II subunit H;RPB17;RPB8"	Polr2h	"DNA-directed RNA polymerases I, II, and III subunit RPABC3;similar to RNA polymerase II subunit hRPB17 isoform 2"	Q923G2	"NP_663607;XP_981329;XP_996451"	NM_145632	ENSMUST00000021405	MGI:2384309	150	17,14	105834,75	138988,28	121283,92	32,57	21,19	26,27	52,31	55,08	53,68	6,74	4,83	5,71	4,04	3,42	3,72	123,71	223,46	166,27
"IPI00929758.1;IPI00648794.3"	Talin 1	"Tln1;RP23-195K8.11-001"	talin 1	"A2AIM8;Q0V930;Q3TBC3;Q3UHS6;Q80TM2;Q8C9Z8"	NP_035732	NM_011602	ENSMUST00000030187	MGI:1099832	2541	269,82	105589,85	138822,13	121071,09	47,68	52,19	49,88	45,16	47,7	46,41	22	28,37	24,99	2,61	2,33	2,47	89,47	96,85	93,09
"IPI00649950.3;IPI00469260.3"	"Elongation factor Tu GTP binding domain containing 2;116 kDa U5 small nuclear ribonucleoprotein component;U5 snRNP-specific protein, 116 kDa;Elongation factor Tu GTP-binding domain-containing protein 2"	"Eftud2;RP23-463E7.2-002;mCG_49887;Snrp116"	"elongation factor Tu GTP binding domain containing 2 isoform b;116 kDa U5 small nuclear ribonucleoprotein component"	"A2AH85;Q3TMY8;Q3U5Q3;Q6A0E3;Q7TMX4;O08810;Q543F1"	"NP_001103465;NP_035561"	NM_001109995	"ENSMUST00000021306;ENSMUST00000107060"	"MGI:1336880;MGI:1336880"	972	109,49	105521,01	133152,58	118534,36	72,16	63,72	67,81	54,77	53,12	53,94	17,05	21,07	18,96	4,58	3,37	3,93	55,12	72,94	63,41
IPI00331146.5	"UMP-CMP kinase;Cytidylate kinase;Deoxycytidylate kinase;Cytidine monophosphate kinase;Uridine monophosphate kinase;Uridine monophosphate/cytidine monophosphate kinase"	"Cmpk1;Cmk;Cmpk;Uck;Umk;Umpk"	UMP-CMP kinase 1	Q9DBP5	NP_079923	NM_025647	ENSMUST00000030491	MGI:1913838	227	25,71	105503,11	105957,32	105729,97	18,8	15,5	17,07	81,95	92,11	86,88	13,74	10,41	11,96	1,37	1,33	1,35	187,98	200,39	194,09
"IPI00131228.1;IPI00474820.1"	"Phosphomannomutase 2;Putative uncharacterized protein"	Pmm2	"Phosphomannomutase 2;Putative uncharacterized protein"	"Q9Z2M7;Q545N8;Q9D1M5;Q9DCE3;Q9CZE9"	NP_058577	NM_016881	ENSMUST00000023396	"MGI:1859214;MGI:1859214"	242	27,66	105491,81	45673,4	69413,04	21,3	16,01	18,47	73,75	85,68	79,49	8,16	9,52	8,81	2,27	1,47	1,83	169,95	85,14	120,29
"IPI00129792.1;IPI00882353.1"	"Importin subunit alpha-4;Karyopherin subunit alpha-4;Importin alpha Q1"	"Kpna4;Qip1"	Importin subunit alpha-4	"O35343;Q3UGH8;Q4FJX1"	NP_032493	NM_008467	ENSMUST00000029353	MGI:1100848	521	57,92	105445,55	152076,55	126632,52	29,29	20,92	24,75	46,98	59,57	52,9	7,44	5,48	6,38	3,36	3,02	3,19	142,56	241,21	185,44
IPI00226930.2	Histone acetyltransferase type B catalytic subunit	Hat1	Histone aminotransferase 1	"Q8BY71;A2ATU9"	NP_080391	NM_026115	"ENSMUST00000028408;ENSMUST00000112122"	MGI:96013	423	50,18	105391,46	100575,12	102955,13	41,43	33,75	37,39	32,09	34,2	33,13	9,12	8,76	8,94	4,05	3,3	3,66	118,14	124,82	121,43
IPI00120083.1	"Transmembrane protein 43;Protein LUMA"	Tmem43	Transmembrane protein 43	Q9DBS1	NP_083042	NM_028766	ENSMUST00000032183	MGI:1921372	400	44,78	105372,54	117816,99	111421,16	23,24	20,87	22,03	94,64	102,29	98,39	11,81	17,68	14,45	1,88	1,23	1,52	146,59	161,69	153,95
"IPI00127021.1;IPI00469261.2;IPI00881361.1"	"NEDD8;Ubiquitin-like protein Nedd8;Neddylin;Neural precursor cell expressed developmentally down-regulated protein 8"	"Nedd8;Nedd-8"	NEDD8	"P29595;Q3TY05;Q3UI46"	NP_032709	NM_008683	ENSMUST00000010520	MGI:97301	81	8,97	105209,32	62548,28	81121,28	101,71	74,01	86,76	55,14	67,13	60,84	10,42	15,31	12,63	9,01	4,8	6,58	38,81	27,18	32,48
"IPI00464223.6;IPI00849670.1;IPI00848943.1;IPI00850630.3;IPI00677130.2;IPI00831075.1;"	"Myoferlin;Fer-1-like protein 3;Myof protein"	"Myof;Fer1l3;Kiaa1207"	"Isoform 1 of Myoferlin;similar to Myoferlin (Fer-1-like protein 3) isoform 2;similar to Myoferlin (Fer-1-like protein 3) isoform 1;Isoform 4 of Myoferlin"	"Q69ZN7-1;Q69ZN7;B9EK95;Q69ZN7-4"	"NP_001093104;XP_001480217;XP_001480212"	NM_001099634	"ENSMUST00000040369;ENSMUST00000041475"	"MGI:1919192;MGI:1919192"	2048	233,32	105117,65	92399,85	98553,82	70,74	91,03	80,25	77,76	34,27	51,63	19,68	24,88	22,13	4,12	4,37	4,25	50,5	42,7	46,44
IPI00122223.1	"DNA topoisomerase 2-alpha;DNA topoisomerase II, alpha isozyme"	"Top2a;Top-2;Top2"	DNA topoisomerase 2-alpha	"Q01320;Q3TTG4;Q3UUS6;Q52KI5;Q6PET9;Q8CCE5"	NP_035753	NM_011623	ENSMUST00000068031	MGI:98790	1528	172,88	104953,33	98486,8	101668,67	127,23	89,74	106,85	10,85	8,68	9,71	8,2	10,83	9,43	13,51	7,46	10,04	72,79	110,8	89,81
"IPI00751137.1;IPI00377728.2"	"Putative uncharacterized protein;Mitochondrial import receptor subunit TOM70;Translocase of outer membrane 70 kDa subunit;Mitochondrial precursor proteins import receptor"	"Tomm70a;D16Wsu109e"	"Putative uncharacterized protein;Mitochondrial import receptor subunit TOM70"	"Q3TSX8;Q80TT4;Q8BNI6;Q9CZW5"	NP_613065	NM_138599	ENSMUST00000023433	"MGI:106295;MGI:106295"	611	67,57	104916,44	73064,8	87553,98	43,76	36,06	39,72	48,54	51,55	50,03	10	9,92	9,96	4	3,21	3,58	94,01	71,25	81,84
"IPI00133562.1;IPI00751223.1;IPI00754739.1;IPI00757033.1"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial;Putative uncharacterized protein"	Chchd3	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial;22 kDa protein;Putative uncharacterized protein"	"Q9CRB9;Q91VG6;Q9D9P1"	"NP_079612;XP_001476380"	NM_025336	"ENSMUST00000066379;ENSMUST00000115091"	"MGI:1913325;MGI:1913325"	227	26,33	104852,44	46157,69	69568,29	30,78	21,09	25,48	387,12	249,25	310,63	10,96	21,74	15,44	2,63	1,1	1,7	NA	54,04	54,04
"IPI00757611.1;IPI00463344.5;IPI00648539.2;IPI00648819.2;IPI00648387.2;IPI00648157.1"	"DnaJ homolog subfamily C member 8;DnaJ (Hsp40) homolog, subfamily C, member 8"	"Dnajc8;RP23-63D8.7-009;RP23-63D8.7-008;RP23-63D8.7-006;RP23-63D8.7-003"	"DnaJ homolog subfamily C member 8;34 kDa protein;DnaJ (Hsp40) homolog, subfamily C, member 8;DnaJ (Hsp40) homolog, subfamily C, member 8;DnaJ (Hsp40) homolog, subfamily C, member 8;DnaJ (Hsp40) homolog, subfamily C, member 8"	"Q6NZB0;A2ALF2;A2ALF1;A2ALF3;A2ALF0;A2ALE9"	NP_765988	NM_172400	"ENSMUST00000067467;ENSMUST00000094657;ENSMUST00000105938;ENSMUST00000105940;ENSMUST00000105939;ENSMUST00000105937"	"MGI:1915848;MGI:1915848;MGI:1915848;MGI:1915848;MGI:1915848"	253	29,81	104516,08	73144,87	87434,63	43,35	39,06	41,15	25,03	28,93	26,91	8,68	10,05	9,34	4,41	3,44	3,89	126,47	85,37	103,9
IPI00223092.5	"Trifunctional enzyme subunit alpha, mitochondrial;TP-alpha;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase"	Hadha	Trifunctional enzyme subunit alpha, mitochondrial	"Q8BMS1;Q3TB39"	NP_849209	NM_178878	ENSMUST00000026843	MGI:2135593	763	82,67	104476,36	105321,63	104898,15	20,47	16,97	18,64	70,7	186,93	114,96	20,13	25,23	22,54	1,18	0,81	0,98	177,98	159,06	168,25
"IPI00895251.1;IPI00894649.1;IPI00894766.1;IPI00420841.3;IPI00894977.1;IPI00894723.1"	"Sec11a protein;Signal peptidase complex catalytic subunit SEC11A;SEC11 homolog A;SEC11-like protein 1;Microsomal signal peptidase 18 kDa subunit;SPC18;Endopeptidase SP18;Sid 2895"	"Sec11a;Sec11l1;Sid2895;Spc18"	"Sec11a protein (Fragment);28 kDa protein;22 kDa protein;Signal peptidase complex catalytic subunit SEC11A;20 kDa protein"	"Q6PET3;Q9R0P6"	NP_064335	NM_019951	"ENSMUST00000026818;ENSMUST00000120285"	"MGI:1929464;MGI:1929464"	275	30,71	104426,55	111699,85	108001,99	55,55	61,21	58,31	95,08	101,44	98,21	8,82	12,89	10,66	5,58	4,48	5	60,62	52,3	56,31
IPI00119876.1	"Cytoplasmic dynein 1 heavy chain 1;Cytoplasmic dynein heavy chain 1;Dynein heavy chain, cytosolic"	"Dync1h1;Dhc1;Dnch1;Dnchc1;Dyhc"	Cytoplasmic dynein 1 heavy chain 1	"Q9JHU4;O08821;O70182;Q3TAZ3;Q3UA73;Q80U36;Q8C6T5;Q923F5"	NP_084514	NM_030238	ENSMUST00000018851	MGI:103147	4644	532,02	103821,87	80095,58	91190,31	34,96	45,1	39,71	101,97	126,23	113,45	20,47	27,16	23,58	1,99	2,07	2,03	94,69	48,67	67,89
IPI00130353.5	"Valyl-tRNA synthetase;Valine--tRNA ligase;Protein G7a"	"Vars;Bat6;G7a;Vars2"	Valyl-tRNA synthetase	"Q9Z1Q9;Q3TII4;Q3U3D3;Q790I0;Q7TPT7"	NP_035820	NM_011690	ENSMUST00000087315	MGI:90675	1263	140,21	103798,11	80594,21	91463,25	44,44	35,17	39,54	108,78	130,86	119,31	14,73	14,6	14,67	3,1	2,36	2,7	73,4	62,22	67,58
"IPI00330599.1;IPI00652056.1"	"Protein LYRIC;Lysine-rich CEACAM1 co-isolated protein;3D3/LYRIC;Metastasis adhesion protein"	"Mtdh;Lyric"	Protein LYRIC	Q80WJ7	NP_080278	NM_026002	ENSMUST00000022865	MGI:1914404	579	63,84	103780,47	103324,02	103551,99	54,13	59,25	56,63	76,17	68,34	72,15	10,65	15,79	12,97	4,72	3,77	4,22	65,34	55,77	60,37
"IPI00775863.1;IPI00162780.3;IPI00758356.1;IPI00756766.1;IPI00776388.1;IPI00606073.1"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Transducin beta chain 2;G protein subunit beta-2"	Gnb2	"41 kDa protein;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;32 kDa protein;25 kDa protein;21 kDa protein"	"P62880;Q3U9V4"	NP_034442	NM_010312	"ENSMUST00000031726;ENSMUST00000111027"	MGI:95784	382	41,41	103457,48	110644,1	106990,47	138,89	95,63	115,25	18,54	21,06	19,76	15,64	15,24	15,44	9,31	6,23	7,62	46,38	63,16	54,12
IPI00116192.1	"Thioredoxin-dependent peroxide reductase, mitochondrial;Perioredoxin-3;PRX III;Antioxidant protein 1;Protein MER5"	"Prdx3;Aop1;Mer5"	Thioredoxin-dependent peroxide reductase, mitochondrial	"P20108;Q8K4K8"	NP_031478	NM_007452	ENSMUST00000025961	MGI:88034	257	28,13	103368,85	148030,94	123700,39	NA	NA	NA	253,3	43606	3323,46	11,07	9,83	10,43	NA	NA	NA	NA	NA	NA
"IPI00320121.6;IPI00848891.1"	"WW domain-containing transcription regulator protein 1;Transcriptional coactivator with PDZ-binding motif"	"Wwtr1;Taz"	"Isoform 2 of WW domain-containing transcription regulator protein 1;Isoform 1 of WW domain-containing transcription regulator protein 1"	"Q9EPK5-2;Q9EPK5;Q9EPK5-1"	"NP_001161753;NP_598545"	NM_133784	"ENSMUST00000029380;ENSMUST00000120977"	"MGI:1917649;MGI:1917649"	452	49,83	103364,23	47689,19	70209,38	398,54	590,01	484,91	6,64	5,39	5,99	9,9	7,05	8,36	36,67	68,83	50,24	33,32	12,03	20,02
"IPI00123379.1;IPI00405603.1"	"Vigilin;High density lipoprotein-binding protein"	Hdlbp	Vigilin	"Q8VDJ3;A0PJE9;Q3U4Z7;Q3V1M8"	NP_598569	NM_133808	ENSMUST00000042498	MGI:99256	1268	141,74	103179,55	109832,51	106454,07	76,53	84,07	80,21	25,79	32,19	28,81	20,03	17,41	18,67	4,41	5,01	4,7	69,92	56,59	62,91
IPI00132151.1	"Thioredoxin domain-containing protein 9;ATP-binding protein associated with cell differentiation"	"Txndc9;Apacd"	Thioredoxin domain-containing protein 9	Q9CQ79	NP_742051	NM_172054	ENSMUST00000072243	MGI:2138153	226	26,26	103174,53	57163,64	76797,34	5,42	5,9	5,65	7,2	7,49	7,34	9,22	9,94	9,57	0,53	0,52	0,52	2291,6	1100,9	1588,34
IPI00131909.1	RNA-binding protein PNO1	Pno1	RNA-binding protein PNO1	Q9CPS7	NP_079719	NM_025443	ENSMUST00000020317	MGI:1913499	248	27,45	103106,91	45968,84	68845,52	29,23	19,28	23,74	11,21	13,07	12,1	8,78	9,39	9,08	2,94	1,79	2,29	304,36	177,23	232,25
IPI00309398.6	"DNA replication licensing factor MCM5;CDC46 homolog;P1-CDC46"	"Mcm5;Cdc46;Mcmd5"	minichromosome maintenance deficient 5, cell division cycle 46	"P49718;Q52KC3;Q8BQ03;Q8C2I9"	NP_032592	NM_008566	ENSMUST00000005545	MGI:103197	734	82,41	102977,68	123010,62	112549,31	57,56	50,65	53,99	65,57	73,79	69,56	15,82	12,04	13,8	3,83	3,89	3,86	63,71	75,75	69,47
IPI00116825.1	ATP-binding cassette sub-family F member 2	Abcf2	ATP-binding cassette sub-family F member 2	"Q99LE6;Q3UVI9"	NP_038881	NM_013853	ENSMUST00000030795	MGI:1351657	628	71,78	102857,13	63543,59	80844,98	78,7	66,04	72,09	35,94	28	31,72	11,68	17,87	14,44	6,43	3,87	4,99	57,79	44,77	50,86
IPI00128692.1	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	Nsdhl	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	"Q9R1J0;Q3US15;Q7TPY3;Q8VE30"	NP_035071	NM_010941	ENSMUST00000033715	MGI:1099438	362	40,69	102774,7	142164,25	120875,51	8,85	9,31	9,07	186,52	NA	186,52	11,64	22,33	16,12	0,72	NA	0,72	333,97	NA	333,97
"IPI00556838.2;IPI00120930.1"	"Phospholipid scramblase 1;Ca(2+)-dependent phospholipid scramblase 1;Transplantability-associated protein 1"	"Plscr1;Tra1b;Tras1"	"37 kDa protein;Phospholipid scramblase 1"	"Q9JJ00;Q3UDV5;Q4FK16;Q99M50"	NP_035766	NM_011636	"ENSMUST00000034930;ENSMUST00000113048"	MGI:893575	332	36,51	102755,56	67344,21	83186,49	17,59	24,38	20,71	29,89	25,45	27,58	8,84	6,55	7,61	1,76	3,03	2,31	280,41	134,39	194,12
"IPI00124938.1;IPI00230763.1"	"Ubiquitin carboxyl-terminal hydrolase isozyme L5;Ubiquitin thioesterase L5;Ubiquitin C-terminal hydrolase UCH37"	"Uchl5;Uch37"	"Isoform 1 of Ubiquitin carboxyl-terminal hydrolase isozyme L5;Isoform 2 of Ubiquitin carboxyl-terminal hydrolase isozyme L5"	"Q9WUP7-1;Q9WUP7;Q9WUP7-2"	"NP_062508;NP_001153338"	NM_019562	ENSMUST00000018333	"MGI:1914848;MGI:1914848"	329	37,62	102674,67	110294,78	106416,54	14,27	8,68	11,13	53,02	89,07	68,72	6,52	18,81	11,07	1,82	0,49	0,95	272,56	376,83	320,48
"IPI00466610.5;IPI00378858.3;IPI00869412.1"	"Dual specificity mitogen-activated protein kinase kinase 1;ERK activator kinase 1;MAPK/ERK kinase 1"	"Map2k1;Mek1;Prkmk1"	Dual specificity mitogen-activated protein kinase kinase 1	"P31938;Q3TMJ8;Q3TMW4;Q3U3F4;Q3UK05;Q9JJE1"	NP_032953	NM_008927	ENSMUST00000005066	MGI:1346866	393	43,47	102366,26	52805,44	73522,07	21,55	23,18	22,35	147,65	363,47	231,66	11,18	11,07	11,12	1,82	1,9	1,85	141,19	54,11	87,4
"IPI00465765.2;IPI00831646.1;IPI00830309.1;IPI00828639.2;IPI00828673.2;IPI00889955.1"	"N-terminal acetyltransferase complex ARD1 subunit homolog A;N-acetyltransferase ARD1 homolog;Putative uncharacterized protein;N-acetyltransferase ARD1 homolog (S. cerevisiae), isoform CRA_a"	"Ard1a;Ard1;Te2;RP23-252M19.3-007;RP23-252M19.3-012;RP23-252M19.3-008;RP23-252M19.3-004;mCG_8092"	"N-terminal acetyltransferase complex ARD1 subunit homolog A;N-acetyltransferase ARD1 homolog;N-acetyltransferase ARD1 homolog;N-acetyltransferase ARD1 homolog;N-acetyltransferase ARD1 homolog;N-acetyltransferase ARD1 homolog (S. cerevisiae), isoform CRA_a"	"Q9QY36;Q540H0;Q684Q8;B1AUY7;B1AUY8;B1AUZ1;B1AUY9;Q8BJV4"	NP_063923	NM_019870	"ENSMUST00000033763;ENSMUST00000114390;ENSMUST00000114391;ENSMUST00000096316;ENSMUST00000114387"	MGI:1915255	235	26,52	101937,75	143081,38	120770	58,91	36,53	46,39	91,3	103,39	97,15	10,53	12,38	11,42	5,18	2,75	3,78	56,39	111,74	79,38
"IPI00187443.1;IPI00405405.1"	"Eukaryotic translation initiation factor 5;Eif5 protein"	Eif5	"Eukaryotic translation initiation factor 5;Putative uncharacterized protein"	"P59325;Q05CM5;Q3TKY2;Q3TQR3;Q05C65;Q05CY6;Q3TT65;Q6PHA6;Q8BVV6"	"NP_775539;NP_829887;XP_001479641;XP_001479649"	NM_173363	"ENSMUST00000050993;ENSMUST00000074417"	"MGI:95309;MGI:95309"	429	48,97	101866,46	136300,79	117832,42	59,7	57,13	58,4	46,21	45,84	46,02	10,27	12,75	11,44	5,35	4,21	4,75	68,13	88	77,43
IPI00349069.4	Putative GTP-binding protein Parf	Parf	Putative GTP-binding protein Parf	Q5U3K5	NP_001019787	NM_001024616	ENSMUST00000058137	MGI:2442633	725	79,83	101671,78	57744,38	76622,28	20,63	23,8	22,16	62,53	76,78	69,29	8,92	14,86	11,51	2,05	1,58	1,8	177,44	74,87	115,26
"IPI00379876.2;IPI00857844.1"	Tubulin--tyrosine ligase-like protein 12	Ttll12	Tubulin--tyrosine ligase-like protein 12	Q3UDE2	NP_898838	NM_183017	ENSMUST00000016901	MGI:3039573	639	74,04	101656,97	110449,3	105961,98	35,19	25,81	30,14	99,25	195,59	139,33	17,77	16,74	17,24	2,18	1,58	1,86	92,59	108,8	100,37
"IPI00227720.3;IPI00856442.1;IPI00856853.1;IPI00652367.1"	Protein DEK	Dek	"Protein DEK;29 kDa protein;23 kDa protein"	"Q7TNV0;Q3U4W4;Q9CVL7"	NP_080176	NM_025900	ENSMUST00000021807	MGI:1926209	380	43,16	100917,28	92833,95	96791,27	35,61	27,7	31,41	34,85	43,68	39,02	5,44	14,74	8,95	5,28	1,85	3,12	126,23	126,2	126,21
"IPI00454151.1;IPI00137229.1;IPI00137817.1"	"Cellular nucleic acid-binding protein;Zinc finger protein 9"	"Cnbp;Cnbp1;Znf9"	"Isoform 3 of Cellular nucleic acid-binding protein;Isoform 2 of Cellular nucleic acid-binding protein"	"P53996-3;P53996;Q3ULK8;P53996-2;Q3U935"	NP_001103216	NM_001109746	ENSMUST00000032138	"MGI:88431;MGI:88431"	177	19,46	100877,42	98782,46	99824,44	251,82	188,12	217,65	37,85	36,71	37,27	8,63	8,83	8,73	25,7	18,31	21,69	17,29	21,28	19,18
IPI00117642.3	"Nucleolar GTP-binding protein 1;Chronic renal failure gene protein;GTP-binding protein NGB"	"Gtpbp4;Crfg;Nog1"	Nucleolar GTP-binding protein 1	"Q99ME9;Q3TPJ4;Q3UR29;Q8CCQ5"	NP_081276	NM_027000	ENSMUST00000021574	MGI:1916487	634	74,11	100820,68	75448,18	87216,61	38,38	31,45	34,74	33,45	38,94	36,09	5,56	8,46	6,86	5,59	3,17	4,21	119,17	94,59	106,17
IPI00226872.1	"EF hand domain containing 2;Efhd2 protein;Putative uncharacterized protein"	"Efhd2;RP23-423G13.3-001"	Putative uncharacterized protein	Q8C845	NP_080270	NM_025994	ENSMUST00000036854	MGI:106504	240	26,8	100784,76	76512,35	87813,89	16,81	17,63	17,22	132,02	134,22	133,12	13,17	12,7	12,93	1,26	1,3	1,28	181,65	117,16	145,88
IPI00229884.1	"Serine/threonine-protein kinase PAK 2;p21-activated kinase 2;Gamma-PAK;PAK-2p27;PAK-2p34"	Pak2	Serine/threonine-protein kinase PAK 2	"Q8CIN4;Q5DTJ2;Q811J8;Q8BGF1;Q8BVX1;Q8K0Z3"	NP_796300	NM_177326	ENSMUST00000023467	MGI:1339984	524	57,93	100704,46	61874,93	78937,2	18,26	19,52	18,88	57,97	63,52	60,68	10,35	8,91	9,61	1,63	1,89	1,75	203,54	103,41	145,08
"IPI00555150.2;IPI00420136.2;IPI00857621.1;IPI00857793.1"	"Sorting nexin-3;SDP3 protein;Putative uncharacterized protein;Sorting nexin 3;Sorting nexin 3, isoform CRA_b"	"Snx3;mCG_121767"	"Sorting nexin-3;sorting nexin 3;16 kDa protein;15 kDa protein"	"O70492;Q78ZM0;Q9CSC2;Q9CU14"	NP_059500	NM_017472	ENSMUST00000019939	"MGI:1860188;MGI:1860188"	162	18,76	100684,14	131846,66	115216,61	41,85	31,56	36,34	29,79	40,77	34,85	14,1	14,62	14,36	3	2,12	2,52	115,97	162,03	137,08
"IPI00757359.1;IPI00881332.1;IPI00121515.5;IPI00757442.1;IPI00876568.1;IPI00757986.1"	"Caprin-1;Cytoplasmic activation- and proliferation-associated protein 1;GPI-anchored membrane protein 1;GPI-anchored protein p137;p137GPI;Membrane component chromosome 11 surface marker 1;Putative uncharacterized protein;Caprin1 protein"	"Caprin1;Gpiap;Gpiap1;Gpip137;M11s1;G5E5"	"Caprin-1;cytoplasmic activation/proliferation-associated protein 1 isoform b;cytoplasmic activation/proliferation-associated protein 1 isoform c"	"Q60865;Q3TEY4;Q3TTW8;Q8CD82;A1L0T9;A2BH48;A9CYP7;Q3UFZ6"	"NP_001104759;NP_058019;NP_001104760;NP_001104761;NP_001104762"	NM_001111289	"ENSMUST00000028607;ENSMUST00000111147"	"MGI:1858234;MGI:1858234;MGI:1858234"	707	78,17	100616,76	195096,62	140107,07	55,01	45,13	49,83	29,12	27,09	28,08	13,08	15,76	14,35	4,15	2,87	3,45	89,13	204,6	135,04
"IPI00131056.1;IPI00129857.1"	"Insulin-like growth factor 2 mRNA-binding protein 1;IGF-II mRNA-binding protein 1;Coding region determinant-binding protein;VICKZ family member 1"	"Igf2bp1;Vickz1"	Insulin-like growth factor 2 mRNA-binding protein 1	O88477	NP_034081	NM_009951	ENSMUST00000013559	MGI:1890357	577	63,45	100589,56	106733,19	103615,85	13,53	11,39	12,41	106,65	231,59	157,16	5,99	3,67	4,69	1,85	2,35	2,08	233,13	230	231,56
"IPI00930882.1;IPI00114641.3"	"Putative uncharacterized protein;4F2 cell-surface antigen heavy chain"	"Slc3a2;Mdu1"	"solute carrier family 3, member 2 isoform a;4F2 cell-surface antigen heavy chain"	"Q3TN39;Q8BTJ9;P10852;Q3TIP1;Q3U144;Q60849"	"NP_001154885;NP_032603"	NM_001161413	ENSMUST00000010239	"MGI:96955;MGI:96955"	565	62,24	100464,49	135227,75	116557,22	70,03	84,5	76,93	23,84	18,31	20,89	7,54	8,77	8,13	7,94	8,27	8,1	77,14	94,89	85,55
IPI00331444.7	"Importin-7;Ran-binding protein 7"	"Ipo7;Ranbp7"	Importin-7	Q9EPL8	NP_852658	NM_181517	ENSMUST00000084731	MGI:2152414	1038	119,49	100160,16	184967,46	136111,61	69,43	75,71	72,51	55,29	62,76	58,91	6,46	10,03	8,05	8,92	6,67	7,71	53,88	80,1	65,69
"IPI00330627.5;IPI00756122.1;IPI00652447.1;IPI00754290.1"	"Biliverdin reductase A;Biliverdin-IX alpha-reductase"	"Blvra;RP23-26A12.2-004"	"Biliverdin reductase A;Biliverdin reductase A"	"Q9CY64;A2ASB2;A2ASB1"	NP_080954	NM_026678	ENSMUST00000002064	"MGI:88170;MGI:88170"	295	33,52	100121,12	74874,79	86582,61	12,55	13,66	13,1	127,98	167,2	146,28	7,76	11,19	9,32	1,39	1,11	1,24	242,12	142,33	185,64
"IPI00132448.1;IPI00880225.1;IPI00880947.1;IPI00881213.1"	"28S ribosomal protein S17, mitochondrial;MRP-S17"	"Mrps17;Rpms17"	"28S ribosomal protein S17, mitochondrial;10 kDa protein"	Q9CQE3	NP_079726	NM_025450	"ENSMUST00000042191;ENSMUST00000118420;ENSMUST00000119576;ENSMUST00000119604;ENSMUST00000119985;ENSMUST00000121339;ENSMUST00000121813"	MGI:1913508	120	13,38	99851,26	39901,4	63120,56	31,56	27,24	29,32	50,5	71,85	60,24	7,96	7,48	7,72	3,43	3,03	3,22	122,09	45,89	74,85
